,Username,Rating,Posted At,Product Categories,Review Text,Shop's response,Likes,Page,Class,Probability
77,jimmybui95,5,2022-04-01 16:36,,"Công dụng: mờ sẹo
Khả năng thẩm thấu: nhanh
Chất gel trong suốt thâm nhanh. Vết sẹo nhạt màu dần. Mua khuyến mãi giá hời.",,0,13,0,0.13706146
78,laiphan171,5,2022-07-29 07:11,,"Công dụng: tri sẹo
Mùi hương: không
Dành cho da: có sẹo
Giao hàng nhanh","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️",0,14,0,1.6466378e-05
79,5m6tqkio4p,5,2022-04-08 16:28,,"Mua bôi mấy sẹo muỗi đốt, trầy xước nhỏ nhỏ mờ nhanh cực.",,0,14,0,0.0016568594
80,Người dùng Shopee,5,2022-12-01 20:15,,"Công dụng: Lm mo seo
Tốt nha mọi người, nên thử
Trị sẹo, nhất là sẹo lồi sẹo lõm đồ đó làm da phẳng lại liền luôn
Nhớ kiên trì xài là được à. Giá trăm mấy là quá rẻ","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..",0,14,0,0.28846166
82,lcare,5,2022-08-18 15:55,,"Giao hàng nhanh, nhưng hàng bị móp nên chú trọng việc đóng gói hơn","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,14,0,0.0003724278
83,ehgm0v2wmv,5,2023-05-25 12:36,,Đc tặng ly quá xinh luôn,,0,14,1,0.97484416
84,phamthingoc_08,5,2023-05-22 23:21,,"Tạm thời check mã vạch thấy hàng chính hãng , mình sẽ sử dụng và sau 1 tháng sẽ đánh giá lại",,0,15,0,0.6693053
85,kimtan8888,5,2022-04-20 10:30,,"Mua lần 2 tuýp được giảm mạnh giá siêu hời. Hàng đóng gói cẩn thận, ship nhanh",,0,15,0,0.016403388
86,meotom2019,5,2022-05-22 07:13,,Tuýp bé quá. Dùng hết nhanh. Hết 1 lọ chưa có hiệu quả gì,,0,15,0,5.2374817e-17
87,k*****8,5,2022-09-12 12:23,,"Công dụng: mờ sẹo
Mùi hương: ko mùi
Dành cho da: tất cả
Chưa dùng nên chưa biết nhưng được giảm giá","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,15,0,0.036543403
88,ledangthangulaw,5,2022-05-29 19:43,,đợt dùng tuýp kem gì màu vàng contra bị ngứa châm chích nên tạm biệt luôn. qua rohto thấy qảng cáo e này mới nhiều dùng thấy ưng da với cũng giảm thâm lồi ổn. ủng hộ rohto.,,0,15,0,1.1713863e-07
89,o*****5,5,2022-05-31 15:32,,"Chất gel dùng thích, ko có mùi nhẹ da. Chất lượng chờ thời gian xem sao",,0,15,0,4.4388077e-07
90,ngoctranjjk,5,2022-04-06 22:14,,"Chất lượng, giá thành hợp lý, sản phẩm Rohto thì dùng yên tâm, hy vọng sẽ nhanh hết sẹo",,0,16,1,0.9661747
93,h*****4,5,2022-08-04 12:34,,Sp ok," Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé",0,16,0,0.00073367916
160,a*****8,4,2022-06-05 15:06,,Chưa. Dùng bao giờ nma vì lúc đó săn đc rẻ nên cảm thấy k mua là phí nma nếu giờ dùng k hiểu quả thì còn phí hơn 😢😢 ai dùng r mà thấy ok k ạ,,0,1,,
161,h*****u,4,2022-12-10 10:10,,"Dành cho da: xe
Đang sử dụng chưa biết chất lượng như thế nào. Mong la có hiệu quả sẽ quay lại đánh giá sau. Hình ảnh ko liên quan","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️",0,1,,
162,hien130902,4,2023-02-09 18:12,,"Công dụng: tốt
Mùi hương: nhẹ
Dành cho da: bị thâm sẹo
Mình đặt oke giao nhanh mà sao thấy nói tặng son mà mình hong thấy ??? 🥲🥲🥲","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,1,,
163,a*****d,4,2022-03-15 13:04,,"Công dụng: làm mờ sẹo
Hiệu quả dưỡng ẩm: có dưỡng nhưng không nhiều
Khả năng thẩm thấu: không cao do có một màng silicon ở trên",,0,1,,
164,phamtienduy36,4,2022-06-01 14:20,,"Bữa ra nhà thuốc ngta giới thiệu này mà lên đây mua cho rẻ hơn haaha. Vết sẹo của mình thoa được tầm tuần là nhạt màu dần. Chất gel trong suốt thấm nhanh, mùi cũng dễ chịu.",,0,1,,
165,huy0938432541,4,2022-06-02 14:33,,"Hiệu quả rất tốt, mình có sẹo nhỏ, chỉ khoảng 1 tuần là sẹo lành hẳn và lên da non. Chất gel mỏng. lúc bôi lên thấm khá nhanh nên mặc đồ ko bị dính",,0,1,,
166,bpq3z0vefr,4,2022-06-01 21:41,,"chất gel mềm mướt thấm nhanh, mua ở mall chính hãng rohto nên yên tâm. mình bị sẹo lồi lâu năm lắm mà giờ thoa cũng cảm giác sẹo mềm hẳn.",,0,2,,
167,doantrang.ck,4,2022-08-15 21:04,,Thiếu quà tặng. Hơi buồn nhưng giao hàng nhanh,"Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..",0,2,,
170,p*****1,3,2022-05-25 09:01,,"Sài gần 2 tuần rồi mà chưa thấy sự thay đổi ở sẹo, mình thấy hơi mắc",,0,1,,
171,w*****_,3,2023-02-03 10:50,,"Nhiều đánh giá tốt nên mình mua xài thử. Xài gần nửa tháng nhưng những vết thâm nhẹ vẫn chưa mờ hẳn, tác dụng khá chậm. Mng có thể cân nhắc, so với giá tiền thì khá mắc 1 chút.","Rohto xin chào quý khách! Rất xin lỗi quý khách về trải nghiệm chưa tốt khi mua sắm tại gian hàng Rohto.Rohto  xin phép liên hệ qua hộp thư Chat để có thể hỗ trợ quý khách tốt hơn. Rất mong nhận được phản hồi từ quý khách.
",0,1,,
